,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
2331,188450,TpLbrBsHSej6Snb6LXDYxg,Aseoma,2018 Murray Ave,Pittsburgh,PA,15217,40.4341914,-79.9230121,4.0,20,0,"Food, Specialty Food, Restaurants, American (New), Chinese, Asian Fusion",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'quiet',False,False,u'none',u'casual',False,,False,False,False,,,1,4:30-22:0,4:30-22:0,4:30-22:0,4:30-22:0,4:30-22:0,4:30-22:0,
2332,188575,xeCqEmjQi0M0dlf4DXcugA,Pizza Bosa,741 Fifth Ave,Pittsburgh,PA,15219,40.4389127508,-79.993993789,3.5,33,1,"Pizza, Restaurants, Italian",,,,,,,,,,,,,,,False,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
2333,188623,S74fSVSCPSdWtEkROcVYtw,Charley's Grilled Subs,120 5th Ave,Pittsburgh,PA,15222,40.442228,-80.003107,2.5,10,0,"Restaurants, Sandwiches",,,,,,,,,,,,,,,False,,,False,False,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',False,False,'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,,,,,,
2334,188628,b6vi3Ub0tbGzGtG-pVgJfQ,Dana's Bakery,720 N Homewood Ave,Pittsburgh,PA,15208,40.4561116,-79.8965418,5.0,12,1,"Bakeries, Food, Restaurants",,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0
2335,188668,wSwkjQXQsWLQHa6AvFr_RQ,Sparta Gyros,5843 Brownsville Rd,Pittsburgh,PA,15236,40.3273713,-79.986368,3.5,7,1,"Greek, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,
2336,188713,mJ_ucQ2_3hfTsmCcKb-hgw,Sienna On The Square,22 Market Sq,Pittsburgh,PA,15222,40.4411661898,-80.0022912025,4.0,291,1,"Bars, Wine Bars, Nightlife, Restaurants, Italian",,,,,,,False,,"{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': True}",u'free',2,10:30-21:0,10:30-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0
2337,188817,DPT4j7kxjLt332YMwFLkww,Benihana,2100 Greentree Rd,Pittsburgh,PA,15220,40.3921633,-80.0702316,3.0,101,1,"Nightlife, Japanese, Restaurants, Sushi Bars",,,,,,,,,,,,,,,,,,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",'average',True,True,u'full_bar',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',3,12:0-21:0,12:0-23:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,0:0-0:0
2338,188939,qpjEu9iBBzIrBGCD-6ENMg,Pie Bar,2126 E Carson St,Pittsburgh,PA,15203,40.428173,-79.975133,4.0,15,0,"Pizza, Italian, Restaurants",,,,,,,,,,,,,,True,,,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,True,,u'beer_and_wine','casual',True,False,True,True,,,u'no',1,12:0-0:0,16:0-2:30,16:0-2:30,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0
2339,188960,THH2CXT1w2acF7qDECx2yg,Blaze Pizza,8011 B McKnight Rd,Pittsburgh,PA,15237,40.5520579,-80.0215129,3.5,38,1,"Fast Food, Salad, Pizza, Restaurants",,,,,,False,,,,,,,,,False,False,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',,True,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
2340,189065,i1QGBziAXxEWlofIe4gv1Q,Bea Taco Town,633 Smithfield St,Pittsburgh,PA,15222,40.4424049,-79.9972639,4.0,107,1,"Mexican, Restaurants",,,,,,,,,,,,,,True,False,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,False,'none','casual',True,True,True,True,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0
2341,189108,aXWN4oH8W-MVDchWia084g,Nine on Nine,900 Penn Ave,Pittsburgh,PA,15222,40.4435943,-79.9980286,3.5,181,0,"Nightlife, Restaurants, Cocktail Bars, Wine Bars, American (New), Bars",,,,,,,False,True,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,'full_bar','dressy',True,False,True,False,True,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'free',3,11:0-15:0,17:0-23:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
2342,189127,nrD4R4WnSusGtxGnaAHqyg,Royal Carribbean,1568 Montier St,Pittsburgh,PA,15221,40.4458792668,-79.8719794157,3.0,5,1,"Caribbean, Food, Restaurants",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,True,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,15:0-20:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,
2343,189128,BtcxknU-6axQwOhXvv9xkQ,The Park House,403 E Ohio St,Pittsburgh,PA,15212,40.4531645,-80.0013704,4.0,81,1,"Bars, Nightlife, Pubs, Restaurants",,,,,,,False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,True,True,True,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,,u'average',False,True,u'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
2344,189161,yPcAdikNrXEsfbHNBQUjkQ,The Zenith,86 S 26th St,Pittsburgh,PA,15203,40.426803,-79.968973,4.0,210,1,"Restaurants, Shopping, Food, Antiques, Coffee & Tea, Vegan, Breakfast & Brunch, Salad, Vegetarian",,,False,,,,,,,,,,False,,,False,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}",u'average',False,False,u'none','casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,11:0-14:30,11:30-20:30,11:30-20:30,11:30-20:30,,,
2345,189187,w9IDJZeQhTQuBSTEu4nheA,Panera Bread,400 Penn Center Blvd,Pittsburgh,PA,15235,40.429336,-79.813012,2.5,22,1,"Salad, Soup, Breakfast & Brunch, Bagels, Food, Sandwiches, Restaurants, Bakeries",,,,,,,,,,,,,,,False,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",u'quiet',False,True,'none','casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'free',1,7:0-20:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0
2346,189216,O8LGIntnNi4tgMyPQT2myg,61C Cafe,1839 Murray Ave,Pittsburgh,PA,15217,40.4362552,-79.9227135,3.5,97,1,"Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea, Food",,,,,,,,,,,,,,,,,,True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,,u'average',False,True,u'none',u'casual',False,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'free',1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
2347,189244,gldPX9ANF5Nic0N7igu2og,Condado Tacos - Pittsburgh,971 Liberty Ave,Pittsburgh,PA,15222,40.4438683,-79.9955165,4.0,774,1,"Nightlife, Restaurants, Cocktail Bars, Tex-Mex, Bars, Tacos, Mexican",,,,,,False,False,False,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,False,True,False,True,True,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",u'loud',False,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-15:0,0:0-0:0
2348,189280,8mcg3eCoh69WqaKKZZF98w,BnD'z Burgerz & Dogz,663 Washington Rd,Pittsburgh,PA,15228,40.381252,-80.043926,3.0,26,0,"American (Traditional), Desserts, Fast Food, Hot Dogs, Burgers, Food, Restaurants",,,,,,False,,,,,,,,,True,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'quiet',False,True,'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',2,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
2349,189419,5wr_UtUUdF8L2UlaD1DhNQ,Rice King,2199 Babcock Blvd,Pittsburgh,PA,15209,40.5105029,-79.9936595,3.5,19,1,"Restaurants, Chinese",,,,,,,,,,,,,,,,,,,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'quiet',False,True,u'none','casual',True,False,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,,,,,
2350,189547,qddBAMIQ40y-RqgP2XFd2g,Arby's,5189 Baum Blvd,Pittsburgh,PA,15224,40.455937,-79.942404,2.5,9,1,"Fast Food, Sandwiches, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
2351,189627,idM0hDe_Pp2IeYgH0DIIBw,The Big Idea Bookstore and Cafe,4812 Liberty Ave,Pittsburgh,PA,15224,40.4601392,-79.9467527,4.5,24,1,"Food, Cafes, Coffee & Tea, Bookstores, Restaurants, Books, Mags, Music & Video, Shopping",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'quiet',False,True,,u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,11:0-19:0,11:0-19:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-17:0,11:0-21:0
2352,189629,mQ_aMzTnkHSpbgdnOryeDA,Hook Fish & Chicken,6960 5th Ave,Pittsburgh,PA,15208,40.4583807,-79.9078776,3.5,15,1,"Chicken Wings, Restaurants",,,,,,,,,,,,,,,,,,False,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',False,True,'none',u'casual',False,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',1,11:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
2353,189676,T-4MZRvKlF3VLDcjCqqFEg,Pan Asian,3519 Butler St,Pittsburgh,PA,15201,40.4645709,-79.9661648,3.5,91,0,"Asian Fusion, Restaurants",,,,,,,,,,,,,,True,True,True,True,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'no',2,,,,,,,
2354,189717,hh1ed5ZU4-6NupSvORCccw,Happy Home Buffet,4801 McKnight Rd,Pittsburgh,PA,15237,40.5226591545,-80.006239,3.0,58,1,"Buffets, Restaurants, Sushi Bars, Japanese, Chinese",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,True,True,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2355,189765,jUxLgiiYKnsM238eUZUqlA,Sir Pizza,320 Sewickley Oakmont Rd,Pittsburgh,PA,15237,40.5383029873,-80.0497115747,3.5,67,1,"Restaurants, Pizza",,,,,,,,,,,,,,,False,,,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'beer_and_wine',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',1,15:0-22:0,14:30-23:0,14:30-23:0,14:30-22:0,14:30-22:0,14:30-22:0,14:30-22:0
2356,190052,-BuZrOMqgO4OU_UKYSddAg,Zone 28,2525 Freeport Rd,Pittsburgh,PA,15238,40.5351537,-79.8444639,3.0,65,1,"Leisure Centers, Event Planning & Services, Local Services, Amusement Parks, Community Service/Non-Profit, Party & Event Planning, Active Life, Arts & Entertainment, Arcades, Fast Food, Bowling, Laser Tag, Restaurants",,,,,,,,,,,,,False,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'loud',False,True,u'full_bar',u'casual',True,True,False,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,9:0-23:0,9:0-2:0,9:0-2:0,17:0-23:0,9:0-23:0,9:0-17:0,0:0-0:0
2357,190086,aXr_1TUkow7ef7ddrd7kYA,Palm Court,530 William Penn Pl,Pittsburgh,PA,15219,40.4408160964,-79.9966307357,3.5,5,1,"Restaurants, Hotels & Travel, American (New)",,,,,,,,,,,,,,,,,True,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,,,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",,,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30
2358,190095,u4h4PzFlerkoVAGV7Pe8uA,Luma Restaurant,186 Castle Shannon Blvd,Pittsburgh,PA,15228,40.37745,-80.040797,4.0,91,1,"American (New), Restaurants",,,,,,,,,,,,,,,,,,True,True,"{'romantic': True, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',3,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
2359,190291,K-SsrPH0nFExdpLrTo1X1w,Burgatory,300 Mcholme Dr,Pittsburgh,PA,15275,40.4489936971,-80.1743562497,4.0,621,1,"Restaurants, Burgers, Juice Bars & Smoothies, Cocktail Bars, American (New), Beer Bar, Nightlife, Food, Bars",,,,,,False,False,False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,u'no',"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}",,True,True,False,True,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2360,190296,aTysOdHgV9ghIR48l0nyOA,Andora,1928 Cochran Rd,Pittsburgh,PA,15220,40.3932983,-80.0656595,4.0,8,0,"Restaurants, American (Traditional)",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,u'quiet',True,,u'full_bar',u'casual',True,,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",u'no',2,,,,,,,
2361,190346,xLy3aWEbtpoUSVdjuHBS0A,Plaza Azteca,1000 Sutherland Dr,Pittsburgh,PA,15205,40.45648,-80.168472,3.5,210,1,"Seafood, Vegetarian, Mexican, Restaurants",,,,,,False,,,,,,,,True,True,False,,True,True,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar','casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'free',2,12:0-21:30,11:0-22:30,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2362,190364,vm4XXJtH1NPQGQEm17kvHA,Grounded Cafe & Beanery,7 Parkway Center Dr S,Pittsburgh,PA,15220,40.4246266,-80.0406861,5.0,9,1,"Bakeries, Sandwiches, Restaurants, Soup, Coffee & Tea, Food, Cafes",,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
2363,190571,p7v-DfJEtZI2WUvLP-UO-g,Geno's Restaurant,5147 Butler St,Pittsburgh,PA,15201,40.4796743,-79.9552129,3.0,3,0,"Restaurants, Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,190678,0SySGK7xWEHSo4ZLvD1C0A,KFC,85 Blazier Dr,Pittsburgh,PA,15237,40.585045,-80.03709,1.5,7,1,"Restaurants, Fast Food, Chicken Shop, Chicken Wings",,,,,,,,,,,,,,,,,,True,True,,False,,,False,,,u'casual',True,True,True,False,False,,'free',1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,0:0-0:0
2365,190996,rc9SfYli96cnlPDMyJ7hyA,LongHorn Steakhouse,9150 Covenant Ave,Pittsburgh,PA,15237,40.5712919,-80.0229697,3.5,41,1,"Barbeque, American (Traditional), Steakhouses, American (New), Restaurants",,,,,,,,,,,,,,True,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",None,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'full_bar','casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",'free',2,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2366,191019,8c2ObImjXJ9pW0hUccL35A,Arby's,450 Clairton Blvd,Pittsburgh,PA,15236,40.3346714,-79.947272,4.0,6,1,"Restaurants, Fast Food, Sandwiches",,,,,,True,,,,,,,,,,,,False,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,True,,'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,1,,10:0-1:0,10:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
2367,191030,da62X2tpj9tF0olWTigjBg,Little Tokyo,636 Washington Rd,Pittsburgh,PA,15228,40.3817844,-80.0443465,4.0,192,1,"Sushi Bars, Restaurants, Japanese",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar','casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,16:0-21:30,17:0-22:30,17:0-22:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
2368,191116,7I_xWHdCaH-CtZLQGkhsjg,Pear and the Pickle,1800 Rialto St,Pittsburgh,PA,15212,40.4667266,-79.9823581,4.5,118,1,"Specialty Food, Restaurants, Fruits & Veggies, Cafes, Delis, Coffee & Tea, Food, Grocery",,,,,,,,,,,,,,True,False,,False,False,True,"{'touristy': False, 'hipster': True, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}",u'average',False,False,u'none','casual',True,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,9:0-14:0,9:0-14:0,9:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,0:0-0:0
2369,191283,ruEXmCPwoZBTVOv6RCEZCg,Joe & Pie Cafe Pizzeria,2928 W Liberty Ave,Pittsburgh,PA,15216,40.3946155,-80.03523,3.0,28,0,"Burgers, Pizza, Restaurants, Sandwiches",,,,,,,,,,,,,,,,,,,False,,,,,False,,u'none','casual',True,,True,True,False,,,,10:0-22:0,10:0-23:0,15:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
2370,191394,DHBDTikebcLpCzF2LF27uA,Papa J's Centro,212 Blvd of the Allies,Pittsburgh,PA,15222,40.4389116,-80.0032374,3.0,16,0,"Performing Arts, Restaurants, Arts & Entertainment, Italian",,,,,,,,,,,,,,,,,True,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'very_loud',True,True,u'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,,16:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0
